DATE,SEASON,YEAR,PLOT,RELEASE,TAG 1 (LT),TAG 2 (RT),PIT TAG,SEX,AGE,MASS (G),Comments
08/12/05,SUMMER,2005,NT,R,2487,NA,,M,A,814,Railyard capture
08/12/05,SUMMER,2005,NT,R,2488,NA,,F,A,764,Railyard capture
08/12/05,SUMMER,2005,NT,R,2489,NA,,M,A,764,Railyard capture
08/12/05,SUMMER,2005,NT,R,2490,NA,,F,A,864,Railyard capture
08/12/05,SUMMER,2005,NT,R,2491,NA,,F,A,784,Railyard capture
08/12/05,SUMMER,2005,NT,R,2492,NA,,F,A,744,Railyard capture
08/12/05,SUMMER,2005,NT,R,2451,NA,,F,A,564,Railyard capture
05/08/06,SUMMER,2006,ST,R,375,NA,,M,A,833,Railyard capture
05/08/06,SUMMER,2006,ST,R,372,NA,,F,A,563,Railyard capture
05/08/06,SUMMER,2006,ST,R,371,NA,,F,A,503,Railyard capture
05/08/06,SUMMER,2006,ST,R,370,NA,,M,A,683,Railyard capture
05/08/06,SUMMER,2006,ST,R,368,NA,,F,A,443,Railyard capture
05/08/06,SUMMER,2006,ST,R,367,NA,,M,A,643,Railyard capture
05/08/06,SUMMER,2006,ST,R,366,NA,,M,A,623,Railyard capture
05/08/06,SUMMER,2006,ST,R,365,NA,,F,A,598,Railyard capture
05/08/06,SUMMER,2006,ST,R,364,NA,,M,A,663,Railyard capture
05/08/06,SUMMER,2006,ST,R,363,NA,,M,A,693,Railyard capture
05/08/06,SUMMER,2006,ST,R,362,NA,,F,A,613,Railyard capture
05/08/06,SUMMER,2006,ST,R,361,NA,,F,A,403,Railyard capture
05/08/06,SUMMER,2006,ST,R,360,NA,,M,A,693,Railyard capture
05/08/06,SUMMER,2006,ST,R,359,NA,,F,A,603,Railyard capture
05/08/06,SUMMER,2006,ST,R,358,NA,,M,A,793,Railyard capture
05/08/06,SUMMER,2006,ST,R,357,NA,,M,A,763,Railyard capture
05/08/06,SUMMER,2006,ST,R,356,NA,,M,A,813,Railyard capture
05/08/06,SUMMER,2006,ST,R,355,NA,,M,A,603,Railyard capture
05/08/06,SUMMER,2006,ST,R,354,NA,,M,A,493,Railyard capture
05/08/06,SUMMER,2006,ST,R,353,NA,,M,A,493,Railyard capture
05/08/06,SUMMER,2006,ST,R,352,NA,,M,A,483,Railyard capture
05/08/06,SUMMER,2006,ST,R,351,NA,,M,A,553,Railyard capture
05/08/06,SUMMER,2006,ST,R,350,NA,,M,A,493,Railyard capture
05/08/06,SUMMER,2006,ST,R,349,NA,,M,A,553,Railyard capture
05/08/06,SUMMER,2006,ST,R,348,NA,,M,A,583,Railyard capture
05/08/06,SUMMER,2006,ST,R,347,NA,,M,A,673,Railyard capture
05/08/06,SUMMER,2006,ST,R,346,NA,,M,A,683,Railyard capture
05/08/06,SUMMER,2006,ST,R,344,NA,,M,A,753,Railyard capture
05/08/06,SUMMER,2006,ST,R,343,NA,,M,A,733,Railyard capture
05/08/06,SUMMER,2006,ST,R,342,NA,,M,A,643,Railyard capture
05/08/06,SUMMER,2006,ST,R,341,NA,,M,A,743,Railyard capture
05/08/06,SUMMER,2006,ST,R,340,NA,,M,A,828,Railyard capture
05/08/06,SUMMER,2006,ST,R,339,NA,,M,A,913,Railyard capture
05/08/06,SUMMER,2006,ST,R,338,NA,,M,A,678,Railyard capture
05/08/06,SUMMER,2006,ST,R,337,NA,,F,A,523,Railyard capture
05/08/06,SUMMER,2006,ST,R,336,NA,,F,A,683,Railyard capture
05/08/06,SUMMER,2006,ST,R,335,NA,,F,A,533,Railyard capture
05/08/06,SUMMER,2006,ST,R,334,NA,,F,A,593,Railyard capture
05/08/06,SUMMER,2006,ST,R,333,NA,,F,A,778,Railyard capture
05/08/06,SUMMER,2006,ST,R,332,NA,,F,A,605,Railyard capture
06/20/06,SUMMER,2006,NT,NR,373,NA,,F,A,390,no release data
06/20/06,SUMMER,2006,NT,NR,2471,374,,F,A,500,
06/20/06,SUMMER,2006,NT,NR,014,NA,,F,A,355,
06/20/06,SUMMER,2006,NT,NR,016,NA,,F,A,340,
06/20/06,SUMMER,2006,NT,NR,040,NA,,F,A,410,
06/20/06,SUMMER,2006,NT,NR,376,NA,,F,A,500,
06/20/06,SUMMER,2006,NT,NR,125,NA,,M,A,460,
06/20/06,SUMMER,2006,NT,NR,003,NA,,M,A,620,
06/20/06,SUMMER,2006,NT,NR,184,NA,,M,A,530,
06/20/06,SUMMER,2006,NT,NR,377,NA,,F,A,480,
06/20/06,SUMMER,2006,NT,NR,378,NA,,F,A,510,
06/20/06,SUMMER,2006,NT,NR,379,NA,,M,A,580,
06/20/06,SUMMER,2006,NT,NR,2464,NA,,F,A,505,
06/20/06,SUMMER,2006,NT,NR,380,NA,,M,A,560,
06/20/06,SUMMER,2006,NT,NR,381,NA,,M,A,500,
06/20/06,SUMMER,2006,NT,NR,382,NA,,M,A,390,
07/19/06,SUMMER,2006,ST,NR,331,NA,,F,A,430,
07/19/06,SUMMER,2006,ST,NR,.,NA,,F,A,540,
07/19/06,SUMMER,2006,ST,NR,347,NA,,M,A,450,
07/19/06,SUMMER,2006,ST,NR,348,NA,,F,A,460,
07/19/06,SUMMER,2006,ST,NR,346,NA,,M,A,520,
07/19/06,SUMMER,2006,ST,NR,.,NA,,M,A,580,
07/19/06,SUMMER,2006,ST,NR,371,NA,,F,A,390,
07/19/06,SUMMER,2006,ST,NR,.,NA,,M,A,.,
07/19/06,SUMMER,2006,ST,NR,341,NA,,M,A,540,
07/19/06,SUMMER,2006,ST,NR,340,NA,,M,A,630,
07/19/06,SUMMER,2006,ST,NR,.,NA,,M,A,.,
07/19/06,SUMMER,2006,ST,NR,362,NA,,F,A,500,
07/19/06,SUMMER,2006,ST,NR,.,NA,,F,A,570,
07/19/06,SUMMER,2006,ST,NR,363,NA,,M,A,680,
07/25/06,SUMMER,2006,MT,NR,080,NA,,M,A,870,
07/25/06,SUMMER,2006,MT,NR,079,NA,,M,A,930,
07/25/06,SUMMER,2006,MT,NR,.,NA,,M,A,820,
07/25/06,SUMMER,2006,MT,NR,.,NA,,M,A,900,
07/25/06,SUMMER,2006,MT,NR,.,NA,,M,A,870,
07/25/06,SUMMER,2006,MT,NR,358,NA,,M,A,650,
07/25/06,SUMMER,2006,MT,NR,142,NA,,F,A,640,
07/25/06,SUMMER,2006,MT,NR,301,NA,,M,A,530,
07/25/06,SUMMER,2006,MT,NR,152,NA,,F,A,530,
07/25/06,SUMMER,2006,MT,NR,.,NA,,M,A,820,
07/25/06,SUMMER,2006,MT,NR,273,NA,,F,A,770,
07/25/06,SUMMER,2006,MT,NR,176,NA,,F,A,650,
07/25/06,SUMMER,2006,MT,NR,.,NA,,F,A,500,
07/25/06,SUMMER,2006,MT,NR,137,NA,,M,A,840,
07/25/06,SUMMER,2006,MT,NR,.,NA,,F,A,610,
07/25/06,SUMMER,2006,MT,NR,141,NA,,M,A,580,
07/25/06,SUMMER,2006,MT,NR,.,NA,,F,A,620,
07/25/06,SUMMER,2006,MT,NR,131,NA,,F,A,670,
07/25/06,SUMMER,2006,MT,NR,111,NA,,M,A,820,
07/25/06,SUMMER,2006,MT,NR,102,NA,,F,A,670,
06/23/09,SUMMER,2009,MT,NR,163,162,,F,A,730,
06/23/09,SUMMER,2009,MT,NR,158,159,,M,A,775,
06/23/09,SUMMER,2009,MT,NR,154,161,,F,A,670,
06/23/09,SUMMER,2009,MT,NR,140,141,,F,A,530,
06/23/09,SUMMER,2009,MT,NR,138,139,,F,A,725,
06/23/09,SUMMER,2009,MT,NR,136,136,,M,A,805,
06/23/09,SUMMER,2009,MT,NR,134,135,,M,A,700,
06/23/09,SUMMER,2009,MT,NR,132,133,,M,A,550,
06/23/09,SUMMER,2009,MT,NR,131,129,,F,A,480,
06/23/09,SUMMER,2009,NT,NR,174,170,,F,A,625,
06/23/09,SUMMER,2009,NT,NR,173,171,,F,A,500,
06/23/09,SUMMER,2009,NT,NR,168,167,,F,A,515,
06/23/09,SUMMER,2009,NT,NR,165,164,,M,A,755,
06/23/09,SUMMER,2009,NT,NR,152,153,,M,A,690,
06/23/09,SUMMER,2009,NT,NR,151,175,,F,A,560,
06/23/09,SUMMER,2009,ST,NR,959,180,,M,A,560,
06/23/09,SUMMER,2009,ST,NR,933,133,,M,A,670,
06/23/09,SUMMER,2009,ST,NR,182,181,,.,A,440,
06/23/09,SUMMER,2009,ST,NR,178,179,,F,A,675,
06/23/09,SUMMER,2009,ST,NR,176,177,,F,A,450,
06/23/09,SUMMER,2009,ST,NR,147,146,,M,A,540,
06/23/09,SUMMER,2009,ST,NR,144,145,,F,A,510,
06/23/09,SUMMER,2009,ST,NR,142,143,,M,A,575,
06/23/09,SUMMER,2009,MT,NR,199,198,,F,A,510,
06/23/09,SUMMER,2009,NT,NR,981,188,,F,A,520,
06/23/09,SUMMER,2009,NT,NR,925,187,,M,A,660,
06/23/09,SUMMER,2009,NT,NR,777,200,,F,A,770,
06/23/09,SUMMER,2009,NT,NR,185,186,,M,A,630,
06/23/09,SUMMER,2009,ST,NR,190,191,,F,A,550,
06/24/09,SUMMER,2009,ST,NR,193,197,,F,A,510,
06/24/09,SUMMER,2009,MT,NR,498,497,,M,A,820,
06/24/09,SUMMER,2009,MT,NR,496,495,,M,A,475,
06/24/09,SUMMER,2009,MT,NR,494,493,,M,A,740,
06/24/09,SUMMER,2009,MT,NR,492,491,,M,A,650,
06/24/09,SUMMER,2009,ST,NR,500,499,,M,A,690,
09/22/09,FALL,2009,MT,NR,498,497,,M,A,995,
09/22/09,FALL,2009,MT,NR,496,495,,M,A,675,
09/22/09,FALL,2009,MT,NR,140,141,,F,A,725,
09/22/09,FALL,2009,MT,NR,158,159,,M,A,925,
09/22/09,FALL,2009,NT,NR,165,164,,M,A,1115,
09/22/09,FALL,2009,NT,NR,185,186,,M,A,915,
09/22/09,FALL,2009,ST,NR,933,133,,M,A,1095,
09/22/09,FALL,2009,ST,NR,190,191,,F,A,515,
09/22/09,FALL,2009,ST,NR,958,194,,M,A,965,
09/22/09,FALL,2009,ST,NR,196,195,,M,A,655,
09/22/09,FALL,2009,ST,NR,959,180,,M,A,955,
09/22/09,FALL,2009,ST,NR,387,388,,M,A,935,
09/23/09,FALL,2009,MT,NR,163,162,,M,A,1155,
09/23/09,FALL,2009,NT,NR,151,175,,F,A,735,
09/23/09,FALL,2009,NT,NR,385,940,,M,A,1045,
09/23/09,FALL,2009,NT,NR,174,170,,F,A,815,
09/23/09,FALL,2009,ST,NR,182,181,,F,A,.,
09/23/09,FALL,2009,ST,NR,147,146,,M,A,775,
06/07/10,SUMMER,2010,MT,NR,.,135,,,A,1100,
06/07/10,SUMMER,2010,MT,NR,158,159,,M,A,961,
06/07/10,SUMMER,2010,MT,NR,494,493,,M,A,961,
06/07/10,SUMMER,2010,MT,NR,131,128,,F,A,696,
06/07/10,SUMMER,2010,MT,NR,492,491,,F,A,955,
06/07/10,SUMMER,2010,MT,NR,138,139,,F,A,798,
06/07/10,SUMMER,2010,MT,NR,484,485,,F,A,750,
06/07/10,SUMMER,2010,NT,NR,185,186,,M,A,787,
06/07/10,SUMMER,2010,NT,NR,477,479,,M,A,1071,
06/07/10,SUMMER,2010,ST,NR,933,133,,F,A,958,
06/07/10,SUMMER,2010,ST,NR,196,195,,F,A,615,
06/07/10,SUMMER,2010,ST,NR,182,181,,F,A,700,
06/07/10,SUMMER,2010,ST,NR,944,488,,F,A,614,
06/07/10,SUMMER,2010,ST,NR,176,177,,F,A,537,
06/07/10,SUMMER,2010,ST,NR,486,487,,F,A,792,
09/11/10,FALL,2010,ST,NR,935,983,,M,A,1235,
09/11/10,FALL,2010,ST,NR,935,983,,M,A,1235,individual caught twice in same day
09/11/10,FALL,2010,ST,NR,590,,,M,A,1302,
09/11/10,FALL,2010,ST,NR,944,916,,F,A,743,
09/11/10,FALL,2010,MT,NR,486,487?,,F,A,858,
09/11/10,FALL,2010,WT,NR,524,525,,F,A,823,
09/12/10,FALL,2010,ST,NR,935,983,,M,A,1235,
09/12/10,FALL,2010,WT,NR,304,,,F,A,628,
09/12/10,FALL,2010,WT,NR,524,525,,F,A,822,
04/05/11,SPRING,2011,ST,NR,3176,3177,,F,A,634,
04/06/11,SPRING,2011,ST,NR,4203,4202,,F,A,460,
04/06/11,SPRING,2011,MT,NR,4205,4204,,F,A,695,
04/06/11,SPRING,2011,ST,NR,0944,488,,F,A,646,
04/06/11,SPRING,2011,MT,NR,492,491,,F,A,706,
04/06/11,SPRING,2011,ST,NR,3176,3177,,F,A,630,
04/11/11,SPRING,2011,NT,R,.,4300,,F,A,740,Whites- Belen
04/11/11,SPRING,2011,NT,R,4299,.,,F,A,780,Whites- Belen
04/11/11,SPRING,2011,NT,R,,4298,,F,A,840,Whites- Belen
04/11/11,SPRING,2011,NT,R,,4297,,F,A,840,Whites- Belen
04/11/11,SPRING,2011,NT,R,4296,,,F,A,780,Whites- Belen
04/11/11,SPRING,2011,NT,R,4295,,,F,A,720,Whites- Belen
04/11/11,SPRING,2011,NT,R,4294,,,F,A,800,Whites- Belen
04/11/11,SPRING,2011,NT,R,4293,,,M,A,720,Whites- Belen
04/11/11,SPRING,2011,NT,R,4292,,,M,A,820,Whites- Belen
04/11/11,SPRING,2011,NT,R,4291,,,F,A,670,Whites- Belen
04/11/11,SPRING,2011,NT,R,4290,,,F,A,780,Whites- Belen
04/11/11,SPRING,2011,NT,R,,4289,,F,A,800,Whites- Belen
04/11/11,SPRING,2011,NT,R,4276,,,F,A,840,Whites- Belen
04/11/11,SPRING,2011,NT,R,4288,,,F,A,750,Whites- Belen
04/11/11,SPRING,2011,NT,R,4277,,,F,A,820,Whites- Belen
04/11/11,SPRING,2011,NT,R,4278,,,M,A,820,Whites- Belen
04/11/11,SPRING,2011,NT,R,4087,,,F,A,810,Whites- Belen
04/11/11,SPRING,2011,NT,R,4279,,,F,A,800,Whites- Belen
04/11/11,SPRING,2011,NT,R,,4280,,F,A,640,Whites- Belen
04/11/11,SPRING,2011,NT,R,,4286,,F,A,800,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4284,,F,A,.,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4285,,,F,A,840,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4281,,,F,A,800,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4283,,F,A,700,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4600,,F,A,820,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4282,,,F,A,520,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4596,,,F,A,840,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4592,,F,A,900,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4595,,,F,A,640,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4599,,F,A,920,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4597,,F,A,720,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4598,,,F,A,680,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4594,,F,A,740,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4593,,F,A,530,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4226,,,F,A,840,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4227,,F,A,1020,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4246,,F,A,520,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4245,,F,A,750,Hayes
04/11/11,SPRING,2011,NT,R,4228,,,F,A,500,Hayes
04/11/11,SPRING,2011,NT,R,,4244,,F,A,650,Hayes
04/11/11,SPRING,2011,NT,R,4229,,,F,A,660,Hayes
04/11/11,SPRING,2011,NT,R,4230,,,F,A,490,Hayes
04/11/11,SPRING,2011,NT,R,4231,,,F,A,710,Hayes
04/11/11,SPRING,2011,NT,R,4232,,,F,A,700,Hayes
04/11/11,SPRING,2011,NT,R,4243,,,F,A,480,Hayes
04/11/11,SPRING,2011,NT,R,4242,,,F,A,800,Hayes
04/11/11,SPRING,2011,NT,R,,4241,,F,A,600,Hayes
04/11/11,SPRING,2011,NT,R,,4234,,M,A,1190,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4235,,M,A,1100,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4236,,,M,A,650,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4240,,M,A,820,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4237,,,M,A,750,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4239,,M,A,840,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4238,,M,A,820,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4206,,,M,A,1250,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4225,,M,A,830,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4217,,,M,A,1040,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4223,,,M,A,930,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4218,,,M,A,1010,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4219,,M,A,720,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,,4224,,M,A,800,NE I40 @ Tramway
04/11/11,SPRING,2011,NT,R,4216,,,F,A,530,Landau
04/11/11,SPRING,2011,NT,R,,4221,,F,A,780,Landau
04/11/11,SPRING,2011,NT,R,,4220,,F,A,670,Landau
04/11/11,SPRING,2011,NT,R,4222,,,F,A,640,Landau
04/11/11,SPRING,2011,NT,R,,4215,,F,A,920,Landau
04/11/11,SPRING,2011,NT,R,4207,,,F,A,750,Landau
04/11/11,SPRING,2011,NT,R,4208,,,F,A,700,Landau
04/11/11,SPRING,2011,NT,R,4209,,,F,A,600,Landau
04/11/11,SPRING,2011,NT,R,,4214,,F,A,380,Landau
04/11/11,SPRING,2011,NT,R,4210,,,F,A,680,Landau
04/11/11,SPRING,2011,NT,R,,4213,,F,A,900,Landau
04/11/11,SPRING,2011,NT,R,,4211,,F,A,580,Landau
04/11/11,SPRING,2011,NT,R,,4212,,F,A,900,I40 Eubank
04/11/11,SPRING,2011,NT,R,,4252,,F,A,720,I40 Eubank
04/11/11,SPRING,2011,NT,R,,4253,,F,A,680,I40 Eubank
04/11/11,SPRING,2011,NT,R,,4254,,F,A,550,I40 Eubank
04/11/11,SPRING,2011,NT,R,,4256,,F,A,880,Oving
04/11/11,SPRING,2011,NT,R,,4255,,F,A,740,Hayes
04/11/11,SPRING,2011,NT,R,,4258,,F,A,470,Hayes
04/11/11,SPRING,2011,NT,R,,4257,,M,A,1080,Kennedy
04/11/11,SPRING,2011,NT,R,,4275,,M,A,900,Mesa Arriba
04/11/11,SPRING,2011,NT,R,,4259,,M,A,710,Hayes
04/11/11,SPRING,2011,NT,R,,4260,,M,A,660,Hayes
04/11/11,SPRING,2011,NT,R,,4261,,M,A,700,Hayes
04/11/11,SPRING,2011,NT,R,4262,,,M,A,950,Landau
04/11/11,SPRING,2011,NT,R,,4263,,M,A,820,Landau
6/20/2011,SUMMER,2011,WT,NR,4274,4272,900-1180-01342-513,F,A,627,Old tag ripped out-retagged/Started inserting PIT tags during this trapping session
6/20/2011,SUMMER,2011,ST,NR,176,177,900-1180-01339-505,F,A,606,
6/20/2011,SUMMER,2011,MT,NR,4205,4204,900-1180-01341-343,F,A,763,
6/20/2011,SUMMER,2011,MT,NR,-,4235,900-1180-01340-926,M,A,703,
6/20/2011,SUMMER,2011,ST,NR,933,133,900-1180-01341-304,M,A,716,
6/20/2011,SUMMER,2011,ST,NR,278,,900-1180-10342-529,M,A,793,
6/20/2011,SUMMER,2011,WT,NR,262,,900-1180-01341-290,F,A,594,
6/20/2011,SUMMER,2011,NT,NR,4217,,900-1180-01340-668,F,A,631,
6/20/2011,SUMMER,2011,NT,NR,,4283,900-1180-01339-635,F,A,467,
6/21/2011,SUMMER,2011,NT,NR,,4213,900-1180-01340-244,F,A,527,
6/21/2011,SUMMER,2011,MT,NR,494,493,900-1180-01341-891,M,A,814,
6/21/2011,SUMMER,2011,ST,NR,933,133,900-1180-01341-304,M,A,716,
6/21/2011,SUMMER,2011,MT,NR,4205,4204,900-1180-01341-343,F,A,763,
6/21/2011,SUMMER,2011,NT,NR,,4283,900-1180-01339-635,F,A,467,
6/21/2011,SUMMER,2011,NT,NR,,4235,900-1180-01340-926,M,A,703,
6/22/2011,SUMMER,2011,NT,NR,,4241,900-1180-01340-321,F,A,435,
6/22/2011,SUMMER,2011,NT,NR,,4240,900-1180-01340-002,F,A,526,
6/22/2011,SUMMER,2011,NT,NR,4207,,900-1180-01340-808,F,A,528,
6/22/2011,SUMMER,2011,ST,NR,176,177,900-1180-01339-505,F,A,606,
6/22/2011,SUMMER,2011,WT,NR,262,,900-1180-01341-290,F,A,594,
6/22/2011,SUMMER,2011,WT,NR,4274,4272,900-1180-01342-513,F,A,627,
6/22/2011,SUMMER,2011,ST,NR,933,133,900-1180-01341-304,M,A,716,
6/22/2011,SUMMER,2011,MT,NR,486,,900-1180-01341-465,F,A,726,
8/15/2011,FALL,2011,NT,NR,4210,,900-1180-01340-237,F,A,605,
8/15/2011,FALL,2011,NT,NR,,4235,900-1180-01340-926,M,A,955,
8/15/2011,FALL,2011,MT,NR,933,133,900-1180-01341-304,M,A,942,
8/15/2011,FALL,2011,NT,NR,,4213,900-1180-01340-244,F,A,650,
8/15/2011,FALL,2011,NT,NR,4678,5878,900-1180-10340-380,M,A,739,Released on 16ha site on July 1st
8/16/2011,FALL,2011,ST,NR,278,,900-1180-10342-529,M,A,990,
8/16/2011,FALL,2011,NT,NR,,4594,900-1180-10340-754,F,A,600,
8/16/2011,FALL,2011,NT,NR,4210,,900-1180-01340-237,F,A,605,
8/16/2011,FALL,2011,MT,NR,933,133,900-1180-01341-304,M,A,942,
8/16/2011,FALL,2011,NT,NR,,4283,900-1180-01339-635,F,A,608,
8/17/2011,FALL,2011,WT,NR,4274,,900-1180-01341-803,F,A,923,
8/17/2011,FALL,2011,NT,NR,4217,,900-1180-01340-668,M,A,807,
8/17/2011,FALL,2011,NT,NR,,4600,900-1180-01341-408,F,A,550,
8/17/2011,FALL,2011,NT,NR,4210,,900-1180-01340-237,F,A,605,
8/17/2011,FALL,2011,MT,NR,933,133,900-1180-01341-304,M,A,942,
8/17/2011,FALL,2011,ST,NR,278,,900-1180-10342-529,M,A,990,
4/11/2012,SPRING,2012,WT,NR,,6354,900-1180-01341-803,F,A,710,
4/11/2012,SPRING,2012,NT,NR,4210,,900-1180-01340-237,F,A,607,
4/11/2012,SPRING,2012,NMT,NR,,4254,900-1180-01341-913,F,A,658,
4/11/2012,SPRING,2012,NT,NR,4216,,900-1180-01342-003,F,A,608,
4/11/2012,SPRING,2012,NT,NR,4281,,900-1180-01340-583,F,A,570,
4/11/2012,SPRING,2012,ST,NR,486,,900-1180-01341-465,F,A,624,
4/12/2012,SPRING,2012,NT,NR,,5678,900-1180-01341-380,M,A,652,
4/12/2012,SPRING,2012,NMT,NR,204,,900-1180-01340-120,F,A,753,
4/12/2012,SPRING,2012,NMT,NR,,4254,900-1180-01341-913,F,A,658,
4/12/2012,SPRING,2012,NT,NR,4281,,900-1180-01340-583,F,A,570,
4/12/2012,SPRING,2012,WT,NR,,6354,900-1180-01341-803,F,A,710,
4/12/2012,SPRING,2012,ST,NR,486,,900-1180-01341-465,F,A,624,
4/13/2012,SPRING,2012,NT,NR,4281,,900-1180-01340-583,F,A,570,
4/13/2012,SPRING,2012,NT,NR,,6356,900-1180-01340-223,F,A,695,ear tags ripped out/retagged
6/19/2012,SUMMER,2012,WT,NR,,,900-1180-01341-803,F,A,611,
6/19/2012,SUMMER,2012,NMT,NR,,,900-1180-01509-337,M,A,853,
6/19/2012,SUMMER,2012,NMT,NR,281,,900-1180-01340-583,F,A,631,
6/20/2012,SUMMER,2012,NT,NR,,4283,900-1180-01339-635,F,A,735,
6/20/2012,SUMMER,2012,NT,NR,,4594,900-1180-01340-754,F,A,725,
6/20/2012,SUMMER,2012,WT,NR,,,900-1180-01341-803,F,A,611,
6/20/2012,SUMMER,2012,NT,NR,,,900-1180-01340-002,M,A,941,
6/21/2012,SUMMER,2012,NT,NR,,,900-1180-01341-408,F,A,602,
8/22/2012,FALL,2012,NT,NR,,,900-1180-01340-583,M,A,777,didn't read ear tags this season since we had pit tags
8/22/2012,FALL,2012,NT,NR,,,900-1180-01340-754,F,A,802,
8/22/2012,FALL,2012,NT,NR,,,900-1180-01341-408,F,A,706,
8/22/2012,FALL,2012,ST,NR,,,900-1180-01341-803,F,A,720,
8/22/2012,FALL,2012,NMT,NR,,,900-1180-01339-635,F,A,787,
8/22/2012,FALL,2012,NT,NR,,,900-1180-01507-350,F,J,540,
8/22/2012,FALL,2012,NT,NR,,,900-1180-0150-9620,M,A,736,
8/23/2012,FALL,2012,NT,NR,,,900-1180-01509-620,M,A,727,
8/23/2012,FALL,2012,ST,NR,,,900-1180-01341-803,F,A,720,
8/23/2012,FALL,2012,NMT,NR,,,900-1180-01339-635,F,A,787,
8/23/2012,FALL,2012,NMT,NR,,,900-1180-01509-337,M,A,910,
8/24/2012,FALL,2012,WT,NR,,,900-1180-01341-803,F,A,720,
8/24/2012,FALL,2012,NT,NR,,,900-1180-01340-583,M,A,777,
8/24/2012,FALL,2012,NT,NR,,,900-1180-01509-620,M,A,727,
8/24/2012,FALL,2012,NT,NR,,,900-2360-0199-949,M,A,959,
8/24/2012,FALL,2012,NMT,NR,,,900-1180-01339-635,F,A,787,
8/24/2012,FALL,2012,ST,NR,,,900-1180-01509-337,M,A,910,
8/6/2013,SUMMER,2013,ALL,R,NA,NA,981-020-009-291-999,M,A,680,Bosque Farms
8/6/2013,SUMMER,2013,ALL,R,NA,NA,981-020-009-277-629,M,A,1000+,Bosque Farms
8/6/2013,SUMMER,2013,ALL,R,NA,NA,981-020-009-291-445,F,A,950,Bosque Farms
8/6/2013,SUMMER,2013,ALL,R,NA,NA,981-020-009-308-461,F,J,600,Bosque Farms
8/6/2013,SUMMER,2013,ALL,R,NA,NA,981-020-009-291-304,F,J,420,Bosque Farms
8/6/2013,SUMMER,2013,ALL,R,NA,NA,981-020-009-296-440,F,A,945,Bosque Farms
8/6/2013,SUMMER,2013,ALL,R,NA,NA,981-020-009-311-826,M,J,430,Bosque Farms
8/6/2013,SUMMER,2013,ALL,R,NA,NA,981-020-009-299-675,M,A,690,Bosque Farms
8/6/2013,SUMMER,2013,ALL,R,NA,NA,981-020-009-290-207,M,J,610,Bosque Farms
8/6/2013,SUMMER,2013,ALL,R,NA,NA,981-020-009-277-784,M,A,590,Bosque Farms
8/6/2013,SUMMER,2013,ALL,R,NA,NA,981-020-009-282-496,M,A,700,Bosque Farms
8/6/2013,SUMMER,2013,ALL,R,NA,NA,981-020-009-299-665,M,A,740,Bosque Farms
8/6/2013,SUMMER,2013,ALL,R,NA,NA,009-050-560,F,A,570,Hayes
8/6/2013,SUMMER,2013,ALL,R,NA,NA,009-022-875,M,A,610,Hayes
8/6/2013,SUMMER,2013,ALL,R,NA,NA,009-010-349,F,A,590,Hayes
8/6/2013,SUMMER,2013,ALL,R,NA,NA,009-035-611,F,A,660,Hayes
8/6/2013,SUMMER,2013,ALL,R,NA,NA,009-051-837,F,A,760,Hayes
8/6/2013,SUMMER,2013,ALL,R,NA,NA,009-017-379,M,A,800,Hayes
8/6/2013,SUMMER,2013,ALL,R,NA,NA,009-015-577,M,A,1000+,Hayes
8/6/2013,SUMMER,2013,ALL,R,NA,NA,009-049-522,M,A,790,Hayes
